total_dutchpay_amount,participants_count,participants_data,label
232500,6,"[{'deposit_amount': 38700.0, 'user_pk': 1, 'time_after_payment': 0.1605157724466288, 'is_name_present': 1}, {'deposit_amount': 38700.0, 'user_pk': 2, 'time_after_payment': 0.44354250393586026, 'is_name_present': 1}, {'deposit_amount': 38700.0, 'user_pk': 3, 'time_after_payment': 0.14024368429960873, 'is_name_present': 1}, {'deposit_amount': 38700.0, 'user_pk': 4, 'time_after_payment': 0.516950806127933, 'is_name_present': 1}, {'deposit_amount': 38700.0, 'user_pk': 5, 'time_after_payment': 0.033907366457869195, 'is_name_present': 1}, {'deposit_amount': 38700.0, 'user_pk': 6, 'time_after_payment': 0.12287298202702585, 'is_name_present': 1}]",1
233000,14,"[{'deposit_amount': 33200.0, 'user_pk': 1, 'time_after_payment': 0.03017989117329911, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 2, 'time_after_payment': 0.5305722950338556, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 3, 'time_after_payment': 0.42237624509379323, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 4, 'time_after_payment': 0.17382505637775722, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 5, 'time_after_payment': 0.09571627606826956, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 6, 'time_after_payment': 0.012717994794118215, 'is_name_present': 0}, {'deposit_amount': 33200.0, 'user_pk': 7, 'time_after_payment': 0.5110236018291998, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 1, 'time_after_payment': 0.024004530525725015, 'is_name_present': 0}, {'deposit_amount': 33200.0, 'user_pk': 2, 'time_after_payment': 0.402966660344671, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 3, 'time_after_payment': 0.16605557942063975, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 4, 'time_after_payment': 0.00845892648616371, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 5, 'time_after_payment': 0.29223620814237505, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 6, 'time_after_payment': 0.09775428348898818, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 7, 'time_after_payment': 0.3291705622576172, 'is_name_present': 1}]",1
233100,8,"[{'deposit_amount': 29100.0, 'user_pk': 1, 'time_after_payment': 0.24761586680001135, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 2, 'time_after_payment': 0.5620295931298595, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 3, 'time_after_payment': 0.14696453283782512, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 4, 'time_after_payment': 0.08055968954282515, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 5, 'time_after_payment': 0.30395017836766147, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 6, 'time_after_payment': 0.26434678849270477, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 7, 'time_after_payment': 0.3405403647312033, 'is_name_present': 1}, {'deposit_amount': 29100.0, 'user_pk': 8, 'time_after_payment': 0.15440956139367204, 'is_name_present': 0}]",1
235000,10,"[{'deposit_amount': 23500.0, 'user_pk': 1, 'time_after_payment': 0.2988574830207787, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 2, 'time_after_payment': 0.29801249119405515, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 3, 'time_after_payment': 0.361535273433794, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 4, 'time_after_payment': 0.0633396494633685, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 5, 'time_after_payment': 0.160620509405676, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 6, 'time_after_payment': 0.2361742753202989, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 7, 'time_after_payment': 0.051593522731771826, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 8, 'time_after_payment': 0.03465137894575633, 'is_name_present': 1}, {'deposit_amount': 23500.0, 'user_pk': 9, 'time_after_payment': 0.16519582072750846, 'is_name_present': 0}, {'deposit_amount': 23500.0, 'user_pk': 10, 'time_after_payment': 0.20989323431116433, 'is_name_present': 1}]",1
236000,6,"[{'deposit_amount': 39333.0, 'user_pk': 1, 'time_after_payment': 0.08119927214392185, 'is_name_present': 1}, {'deposit_amount': 39333.0, 'user_pk': 2, 'time_after_payment': 0.12867785345081245, 'is_name_present': 1}, {'deposit_amount': 39333.0, 'user_pk': 3, 'time_after_payment': 0.5757796417190898, 'is_name_present': 1}, {'deposit_amount': 39333.0, 'user_pk': 4, 'time_after_payment': 0.08129523586744455, 'is_name_present': 1}, {'deposit_amount': 39333.0, 'user_pk': 5, 'time_after_payment': 0.4133106600829175, 'is_name_present': 1}, {'deposit_amount': 39333.0, 'user_pk': 6, 'time_after_payment': 0.1490652179877119, 'is_name_present': 1}]",1
236100,9,"[{'deposit_amount': 26200.0, 'user_pk': 1, 'time_after_payment': 0.42394078798038554, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 2, 'time_after_payment': 0.5912467956402089, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 3, 'time_after_payment': 0.18291473285177012, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 4, 'time_after_payment': 0.051623355630319265, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 5, 'time_after_payment': 0.1604598599901203, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 6, 'time_after_payment': 0.8392737417920834, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 7, 'time_after_payment': 0.09410177333034223, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 8, 'time_after_payment': 0.5472925071185218, 'is_name_present': 1}, {'deposit_amount': 26200.0, 'user_pk': 9, 'time_after_payment': 0.042048719325675284, 'is_name_present': 1}]",1
236400,4,"[{'deposit_amount': 59100.0, 'user_pk': 1, 'time_after_payment': 0.4762095649425726, 'is_name_present': 0}, {'deposit_amount': 94683.0, 'user_pk': 2, 'time_after_payment': 0.39905311653335473, 'is_name_present': 1}, {'deposit_amount': 59100.0, 'user_pk': 3, 'time_after_payment': 0.45684815714228555, 'is_name_present': 1}, {'deposit_amount': 23517.0, 'user_pk': 4, 'time_after_payment': 0.2669335584239407, 'is_name_present': 1}]",1
237000,7,"[{'deposit_amount': 33857.0, 'user_pk': 1, 'time_after_payment': 0.04844292467775122, 'is_name_present': 1}, {'deposit_amount': 33857.0, 'user_pk': 2, 'time_after_payment': 0.30491496230603876, 'is_name_present': 1}, {'deposit_amount': 45285.0, 'user_pk': 3, 'time_after_payment': 0.06412374172608387, 'is_name_present': 1}, {'deposit_amount': 33857.0, 'user_pk': 4, 'time_after_payment': 0.046636454422303804, 'is_name_present': 1}, {'deposit_amount': 33857.0, 'user_pk': 5, 'time_after_payment': 0.012324386774810002, 'is_name_present': 1}, {'deposit_amount': 33857.0, 'user_pk': 6, 'time_after_payment': 0.0070084559318390515, 'is_name_present': 1}, {'deposit_amount': 22429.0, 'user_pk': 7, 'time_after_payment': 0.09231203660367304, 'is_name_present': 1}]",1
239000,4,"[{'deposit_amount': 59700.0, 'user_pk': 1, 'time_after_payment': 0.028319770653137188, 'is_name_present': 1}, {'deposit_amount': 59700.0, 'user_pk': 2, 'time_after_payment': 0.1730464762734672, 'is_name_present': 1}, {'deposit_amount': 59700.0, 'user_pk': 3, 'time_after_payment': 0.3148978113035423, 'is_name_present': 1}, {'deposit_amount': 59700.0, 'user_pk': 4, 'time_after_payment': 0.30663337350144604, 'is_name_present': 1}]",1
239191,2,"[{'deposit_amount': 119595.0, 'user_pk': 1, 'time_after_payment': 0.3739262885301672, 'is_name_present': 1}, {'deposit_amount': 119595.0, 'user_pk': 2, 'time_after_payment': 0.620072027291068, 'is_name_present': 1}]",1
241000,5,"[{'deposit_amount': 120500.0, 'user_pk': 1, 'time_after_payment': 0.10919592262943062, 'is_name_present': 1}, {'deposit_amount': 120500.0, 'user_pk': 2, 'time_after_payment': 0.282220200057568, 'is_name_present': 1}, {'deposit_amount': 80333.0, 'user_pk': 1, 'time_after_payment': 0.07315256375440758, 'is_name_present': 1}, {'deposit_amount': 113235.0, 'user_pk': 2, 'time_after_payment': 0.4181302650421554, 'is_name_present': 1}, {'deposit_amount': 47431.0, 'user_pk': 3, 'time_after_payment': 0.3484147099139042, 'is_name_present': 1}]",1
242800,2,"[{'deposit_amount': 121400.0, 'user_pk': 1, 'time_after_payment': 0.2109149605968053, 'is_name_present': 1}, {'deposit_amount': 121400.0, 'user_pk': 2, 'time_after_payment': 0.08022472811832944, 'is_name_present': 1}]",1
243000,4,"[{'deposit_amount': 60700.0, 'user_pk': 1, 'time_after_payment': 0.3923268203314354, 'is_name_present': 1}, {'deposit_amount': 60700.0, 'user_pk': 2, 'time_after_payment': 0.4076345951813024, 'is_name_present': 1}, {'deposit_amount': 60700.0, 'user_pk': 3, 'time_after_payment': 0.3859829872185896, 'is_name_present': 1}, {'deposit_amount': 60700.0, 'user_pk': 4, 'time_after_payment': 0.21301312897060193, 'is_name_present': 1}]",1
244000,10,"[{'deposit_amount': 24400.0, 'user_pk': 1, 'time_after_payment': 0.7681666008879345, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 2, 'time_after_payment': 0.3662056894965683, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 3, 'time_after_payment': 0.14811462841276996, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 4, 'time_after_payment': 0.5002908399379951, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 5, 'time_after_payment': 0.17309507860038667, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 6, 'time_after_payment': 0.1415888763885399, 'is_name_present': 0}, {'deposit_amount': 24400.0, 'user_pk': 7, 'time_after_payment': 0.1807581989997945, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 8, 'time_after_payment': 0.766519007600223, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 9, 'time_after_payment': 0.23046678146109686, 'is_name_present': 1}, {'deposit_amount': 24400.0, 'user_pk': 10, 'time_after_payment': 0.2895141284839529, 'is_name_present': 1}]",1
244752,7,"[{'deposit_amount': 34964.0, 'user_pk': 1, 'time_after_payment': 0.21665210453505046, 'is_name_present': 1}, {'deposit_amount': 34964.0, 'user_pk': 2, 'time_after_payment': 0.1257642264997148, 'is_name_present': 1}, {'deposit_amount': 34964.0, 'user_pk': 3, 'time_after_payment': 0.1764554233038374, 'is_name_present': 1}, {'deposit_amount': 38698.0, 'user_pk': 4, 'time_after_payment': 0.024614283754852005, 'is_name_present': 1}, {'deposit_amount': 34964.0, 'user_pk': 5, 'time_after_payment': 0.03979200664475403, 'is_name_present': 1}, {'deposit_amount': 34964.0, 'user_pk': 6, 'time_after_payment': 0.07853359310709504, 'is_name_present': 1}, {'deposit_amount': 31230.0, 'user_pk': 7, 'time_after_payment': 0.41065977275178933, 'is_name_present': 1}]",1
245759,2,"[{'deposit_amount': 122879.0, 'user_pk': 1, 'time_after_payment': 0.6759495513302575, 'is_name_present': 1}, {'deposit_amount': 122879.0, 'user_pk': 2, 'time_after_payment': 0.022917904293522442, 'is_name_present': 1}]",1
246000,6,"[{'deposit_amount': 82000.0, 'user_pk': 1, 'time_after_payment': 0.42544164231205045, 'is_name_present': 1}, {'deposit_amount': 82000.0, 'user_pk': 2, 'time_after_payment': 0.05466339443702781, 'is_name_present': 1}, {'deposit_amount': 82000.0, 'user_pk': 3, 'time_after_payment': 0.4301220059506037, 'is_name_present': 1}, {'deposit_amount': 82000.0, 'user_pk': 1, 'time_after_payment': 0.19986874508493563, 'is_name_present': 1}, {'deposit_amount': 82000.0, 'user_pk': 2, 'time_after_payment': 0.3170762124945055, 'is_name_present': 1}, {'deposit_amount': 82000.0, 'user_pk': 3, 'time_after_payment': 0.04650968263807889, 'is_name_present': 1}]",1
246900,4,"[{'deposit_amount': 61725.0, 'user_pk': 1, 'time_after_payment': 0.35397704617036424, 'is_name_present': 1}, {'deposit_amount': 61725.0, 'user_pk': 2, 'time_after_payment': 0.04747045201793119, 'is_name_present': 1}, {'deposit_amount': 61725.0, 'user_pk': 3, 'time_after_payment': 0.124730578482084, 'is_name_present': 1}, {'deposit_amount': 61725.0, 'user_pk': 4, 'time_after_payment': 0.051498467678440706, 'is_name_present': 1}]",1
247000,3,"[{'deposit_amount': 82300.0, 'user_pk': 1, 'time_after_payment': 0.03837837617820349, 'is_name_present': 1}, {'deposit_amount': 82300.0, 'user_pk': 2, 'time_after_payment': 0.5526113390193922, 'is_name_present': 1}, {'deposit_amount': 82300.0, 'user_pk': 3, 'time_after_payment': 0.03427634642088651, 'is_name_present': 1}]",1
247999,6,"[{'deposit_amount': 41300.0, 'user_pk': 1, 'time_after_payment': 0.3254267180446392, 'is_name_present': 1}, {'deposit_amount': 41300.0, 'user_pk': 2, 'time_after_payment': 0.19744511621799027, 'is_name_present': 1}, {'deposit_amount': 41300.0, 'user_pk': 3, 'time_after_payment': 0.3881475437682939, 'is_name_present': 1}, {'deposit_amount': 41300.0, 'user_pk': 4, 'time_after_payment': 0.08555216268225671, 'is_name_present': 1}, {'deposit_amount': 41300.0, 'user_pk': 5, 'time_after_payment': 0.13322736919197486, 'is_name_present': 1}, {'deposit_amount': 41300.0, 'user_pk': 6, 'time_after_payment': 0.16881199778368688, 'is_name_present': 1}]",1
248139,4,"[{'deposit_amount': 62034.0, 'user_pk': 1, 'time_after_payment': 0.6045441320278813, 'is_name_present': 1}, {'deposit_amount': 63407.0, 'user_pk': 2, 'time_after_payment': 0.0721694452084649, 'is_name_present': 1}, {'deposit_amount': 62034.0, 'user_pk': 3, 'time_after_payment': 0.11699272740616319, 'is_name_present': 1}, {'deposit_amount': 60661.0, 'user_pk': 4, 'time_after_payment': 0.07071312795094231, 'is_name_present': 1}]",1
253000,10,"[{'deposit_amount': 25300.0, 'user_pk': 1, 'time_after_payment': 0.2553099862088673, 'is_name_present': 1}, {'deposit_amount': 33697.0, 'user_pk': 2, 'time_after_payment': 0.6713260305894364, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 3, 'time_after_payment': 0.26645827932191835, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 4, 'time_after_payment': 0.137697844978647, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 5, 'time_after_payment': 0.08131663343802448, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 6, 'time_after_payment': 0.47730497855188414, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 7, 'time_after_payment': 0.14117021596129817, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 8, 'time_after_payment': 0.015073204656727736, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 9, 'time_after_payment': 0.14365164581794376, 'is_name_present': 1}, {'deposit_amount': 16903.0, 'user_pk': 10, 'time_after_payment': 0.32258972811872755, 'is_name_present': 1}]",1
253287,10,"[{'deposit_amount': 25300.0, 'user_pk': 1, 'time_after_payment': 0.2629307470281919, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 2, 'time_after_payment': 0.21119920072924556, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 3, 'time_after_payment': 0.010974929373457535, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 4, 'time_after_payment': 0.2824724845491261, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 5, 'time_after_payment': 0.02009361217880935, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 6, 'time_after_payment': 0.31331251105739577, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 7, 'time_after_payment': 0.07147773852614206, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 8, 'time_after_payment': 0.36823551434788176, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 9, 'time_after_payment': 0.10049956554955893, 'is_name_present': 1}, {'deposit_amount': 25300.0, 'user_pk': 10, 'time_after_payment': 0.5891794618593372, 'is_name_present': 1}]",1
256000,7,"[{'deposit_amount': 36571.0, 'user_pk': 1, 'time_after_payment': 0.06383868067939673, 'is_name_present': 1}, {'deposit_amount': 36571.0, 'user_pk': 2, 'time_after_payment': 0.013854315140408434, 'is_name_present': 1}, {'deposit_amount': 36571.0, 'user_pk': 3, 'time_after_payment': 0.5795787833064172, 'is_name_present': 1}, {'deposit_amount': 36571.0, 'user_pk': 4, 'time_after_payment': 0.2551225797761226, 'is_name_present': 1}, {'deposit_amount': 36571.0, 'user_pk': 5, 'time_after_payment': 0.687336673716221, 'is_name_present': 0}, {'deposit_amount': 36571.0, 'user_pk': 6, 'time_after_payment': 0.5484097226429107, 'is_name_present': 1}, {'deposit_amount': 36571.0, 'user_pk': 7, 'time_after_payment': 0.0632742379478362, 'is_name_present': 1}]",1
258000,16,"[{'deposit_amount': 32200.0, 'user_pk': 1, 'time_after_payment': 0.24308234733762554, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 2, 'time_after_payment': 0.3503521962685468, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 3, 'time_after_payment': 0.6098437788715914, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 4, 'time_after_payment': 0.4015977450115207, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 5, 'time_after_payment': 0.11031521309182404, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 6, 'time_after_payment': 0.15418781047112035, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 7, 'time_after_payment': 0.3466567266798365, 'is_name_present': 1}, {'deposit_amount': 32200.0, 'user_pk': 8, 'time_after_payment': 0.10054504396405622, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 1, 'time_after_payment': 0.41081562450831877, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 2, 'time_after_payment': 0.4451506089764351, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 3, 'time_after_payment': 0.16980140379588243, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 4, 'time_after_payment': 0.24876204703720395, 'is_name_present': 1}, {'deposit_amount': 42298.0, 'user_pk': 5, 'time_after_payment': 0.4481918499729133, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 6, 'time_after_payment': 0.20009996059285332, 'is_name_present': 1}, {'deposit_amount': 32250.0, 'user_pk': 7, 'time_after_payment': 0.04330036123294545, 'is_name_present': 1}, {'deposit_amount': 22202.0, 'user_pk': 8, 'time_after_payment': 0.0480343935768376, 'is_name_present': 1}]",1
258200,7,"[{'deposit_amount': 36800.0, 'user_pk': 1, 'time_after_payment': 0.3007150557798771, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 2, 'time_after_payment': 0.050970392329013146, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 3, 'time_after_payment': 0.3245225401066533, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 4, 'time_after_payment': 0.2869669575326499, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 5, 'time_after_payment': 0.5776440186026982, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 6, 'time_after_payment': 0.07856186910167415, 'is_name_present': 1}, {'deposit_amount': 36800.0, 'user_pk': 7, 'time_after_payment': 0.2788069443067801, 'is_name_present': 1}]",1
258820,7,"[{'deposit_amount': 36974.0, 'user_pk': 1, 'time_after_payment': 0.1446961868966051, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 2, 'time_after_payment': 0.6339665592827104, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 3, 'time_after_payment': 0.1809349373448087, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 4, 'time_after_payment': 0.12708536845242574, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 5, 'time_after_payment': 0.18976283891521892, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 6, 'time_after_payment': 0.1431134348333576, 'is_name_present': 1}, {'deposit_amount': 36974.0, 'user_pk': 7, 'time_after_payment': 0.2002540348074943, 'is_name_present': 1}]",1
259500,2,"[{'deposit_amount': 129750.0, 'user_pk': 1, 'time_after_payment': 0.2203866408680273, 'is_name_present': 1}, {'deposit_amount': 129750.0, 'user_pk': 2, 'time_after_payment': 0.19512996306491887, 'is_name_present': 1}]",1
260000,2,"[{'deposit_amount': 130000.0, 'user_pk': 1, 'time_after_payment': 0.09505685371757949, 'is_name_present': 1}, {'deposit_amount': 130000.0, 'user_pk': 2, 'time_after_payment': 0.17211575668765708, 'is_name_present': 1}]",1
261400,10,"[{'deposit_amount': 26140.0, 'user_pk': 1, 'time_after_payment': 0.5666213822458813, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 2, 'time_after_payment': 0.05361629083620781, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 3, 'time_after_payment': 0.298489379924087, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 4, 'time_after_payment': 0.05334380236077811, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 5, 'time_after_payment': 0.19365460779380372, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 6, 'time_after_payment': 0.38956520208465323, 'is_name_present': 0}, {'deposit_amount': 26140.0, 'user_pk': 7, 'time_after_payment': 0.4466760082889055, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 8, 'time_after_payment': 0.33155642948852104, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 9, 'time_after_payment': 0.43213673127891783, 'is_name_present': 1}, {'deposit_amount': 26140.0, 'user_pk': 10, 'time_after_payment': 0.03225426814393422, 'is_name_present': 1}]",1
261600,5,"[{'deposit_amount': 79242.0, 'user_pk': 1, 'time_after_payment': 0.5110811130106163, 'is_name_present': 0}, {'deposit_amount': 52320.0, 'user_pk': 2, 'time_after_payment': 0.5549079963680873, 'is_name_present': 1}, {'deposit_amount': 52320.0, 'user_pk': 3, 'time_after_payment': 0.07399715715110837, 'is_name_present': 1}, {'deposit_amount': 52320.0, 'user_pk': 4, 'time_after_payment': 0.15242667001772314, 'is_name_present': 1}, {'deposit_amount': 25398.0, 'user_pk': 5, 'time_after_payment': 0.13122763929149317, 'is_name_present': 0}]",1
261900,7,"[{'deposit_amount': 37414.0, 'user_pk': 1, 'time_after_payment': 0.18363165451448085, 'is_name_present': 1}, {'deposit_amount': 37414.0, 'user_pk': 2, 'time_after_payment': 0.1266203509611017, 'is_name_present': 0}, {'deposit_amount': 37414.0, 'user_pk': 3, 'time_after_payment': 0.00600715230048402, 'is_name_present': 1}, {'deposit_amount': 37414.0, 'user_pk': 4, 'time_after_payment': 0.7804667169192245, 'is_name_present': 1}, {'deposit_amount': 45040.0, 'user_pk': 5, 'time_after_payment': 0.18460672328878885, 'is_name_present': 1}, {'deposit_amount': 37414.0, 'user_pk': 6, 'time_after_payment': 0.2624647720029665, 'is_name_present': 1}, {'deposit_amount': 29788.0, 'user_pk': 7, 'time_after_payment': 0.2904020050478114, 'is_name_present': 1}]",1
262000,4,"[{'deposit_amount': 65500.0, 'user_pk': 1, 'time_after_payment': 0.5620313655482617, 'is_name_present': 1}, {'deposit_amount': 65500.0, 'user_pk': 2, 'time_after_payment': 0.277747208734356, 'is_name_present': 1}, {'deposit_amount': 65500.0, 'user_pk': 3, 'time_after_payment': 0.37982844689677703, 'is_name_present': 1}, {'deposit_amount': 65500.0, 'user_pk': 4, 'time_after_payment': 0.24097561215088129, 'is_name_present': 1}]",1
262100,4,"[{'deposit_amount': 65525.0, 'user_pk': 1, 'time_after_payment': 0.016892251747340263, 'is_name_present': 0}, {'deposit_amount': 65525.0, 'user_pk': 2, 'time_after_payment': 0.25893956277566, 'is_name_present': 1}, {'deposit_amount': 65525.0, 'user_pk': 3, 'time_after_payment': 0.23303305752164186, 'is_name_present': 1}, {'deposit_amount': 65525.0, 'user_pk': 4, 'time_after_payment': 0.1346522802435297, 'is_name_present': 1}]",1
264133,3,"[{'deposit_amount': 88044.0, 'user_pk': 1, 'time_after_payment': 0.026048952008615376, 'is_name_present': 1}, {'deposit_amount': 88044.0, 'user_pk': 2, 'time_after_payment': 0.45913316941818477, 'is_name_present': 1}, {'deposit_amount': 88044.0, 'user_pk': 3, 'time_after_payment': 0.022494079877014208, 'is_name_present': 1}]",1
264699,5,"[{'deposit_amount': 52900.0, 'user_pk': 1, 'time_after_payment': 0.3840665548805284, 'is_name_present': 1}, {'deposit_amount': 52900.0, 'user_pk': 2, 'time_after_payment': 0.004348597419086506, 'is_name_present': 1}, {'deposit_amount': 52900.0, 'user_pk': 3, 'time_after_payment': 0.34060678073986833, 'is_name_present': 1}, {'deposit_amount': 52900.0, 'user_pk': 4, 'time_after_payment': 0.4143829314391294, 'is_name_present': 1}, {'deposit_amount': 52900.0, 'user_pk': 5, 'time_after_payment': 0.5089474866474996, 'is_name_present': 1}]",1
266100,8,"[{'deposit_amount': 33200.0, 'user_pk': 1, 'time_after_payment': 0.008649662899918363, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 2, 'time_after_payment': 0.3190303978194514, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 3, 'time_after_payment': 0.13578703044950974, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 4, 'time_after_payment': 0.3725542614404601, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 5, 'time_after_payment': 0.0811609231978442, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 6, 'time_after_payment': 0.24254609771635655, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 7, 'time_after_payment': 0.20570530107956775, 'is_name_present': 1}, {'deposit_amount': 33200.0, 'user_pk': 8, 'time_after_payment': 0.36081629253214625, 'is_name_present': 1}]",1
267300,2,"[{'deposit_amount': 133600.0, 'user_pk': 1, 'time_after_payment': 0.08596116089466296, 'is_name_present': 1}, {'deposit_amount': 133600.0, 'user_pk': 2, 'time_after_payment': 0.4015433813989432, 'is_name_present': 1}]",1
267700,9,"[{'deposit_amount': 29744.0, 'user_pk': 1, 'time_after_payment': 0.0025922401702129995, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 2, 'time_after_payment': 0.2459197435336301, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 3, 'time_after_payment': 0.06969001915788103, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 4, 'time_after_payment': 0.14408134814849846, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 5, 'time_after_payment': 0.03129426570714019, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 6, 'time_after_payment': 0.3580917467236431, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 7, 'time_after_payment': 0.6095818278442677, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 8, 'time_after_payment': 0.4241906245948394, 'is_name_present': 1}, {'deposit_amount': 29744.0, 'user_pk': 9, 'time_after_payment': 0.509127120228635, 'is_name_present': 1}]",1
